,Dissolved Oxygen,Salinity,Temperature,pH,Turbidity,Dissolved Organic Matter,Suspended Matter,Nitrate,Chlorophyll,label
0,-0.18275544149308523,-0.34021885343982317,0.6610652951852589,-0.009127324889886932,-0.36462992758881885,1.037587161030647,1.4541206063519974,0.01289576825375537,-0.13768555398987845,1
1,0.09883156658830881,-0.16239907335962686,0.7063187506619705,-0.0262846871497797,-0.36100319084229315,1.3370500214812073,1.5081553534388241,0.012856053498330655,-1.139119184617682,1
2,-1.312463807815435,-0.5866210193020195,0.6855491580310903,-0.5248399331389879,-0.4159140860212617,1.0590733723588264,1.1152226040547848,0.01344729316208647,-0.16670644354302885,1
3,-4.142800538107682,-0.16380708270144786,0.6648174661167298,-0.4881209219387505,-0.09376616338388466,1.0753275615867972,1.5291430171905969,0.009640772403780324,-0.9196216761716632,1
4,-2.0125209170761282,-0.46485609103035247,0.726265356306386,1.8080170347550009,1.5817535974645367,1.012687744905048,1.1350118260098054,-0.04719172993387735,0.2799006312841261,1
5,-0.8233219161427755,-0.1818660743600161,0.6946886450907814,-0.424288566354451,-0.3748508327350513,1.0438812706430642,1.1018948822929124,0.013007179326668497,-0.27936523183865886,1
6,-2.8636134392295953,-0.5846528650353481,0.6990418130978603,-0.5303638003332382,-0.36948727405406684,1.0389765647428253,1.1968240171383548,0.012948809108193902,-0.39349591670341183,1
7,-0.747209228509878,-0.5287409701985393,0.6388933760446628,-0.4957585705668631,-0.41529724464579343,1.047325242393634,1.1561218401151312,0.013440769668463356,-0.28868283857051463,1
8,-0.8665197954954886,0.000919389416901234,0.6695929563931567,-0.5175857052513144,-0.0375360992850968,1.2616117927406527,1.1424241561980866,0.008882801630917914,-1.02044629364795,1
9,-3.3976146671531477,-0.3843491183242494,0.7153012204676278,1.6516204219661184,1.6358008309078795,1.2726871371781046,1.6450612283729649,-0.05215230892004038,0.30683164309235156,1
10,-2.7702201030475972,-0.0028000408577110707,0.6815316820842569,0.01659705829105221,-0.3591512698830635,1.3330906608625455,1.602171514787739,0.012835738760750809,-0.15484067141356017,1
11,-2.5918881507641185,0.002164155916570676,0.7494118652993241,0.0038881588675242287,-0.3161760318261546,1.0913211292242064,1.3544355475660044,0.012357158949572847,-0.32679700020848784,1
